"Project Id","Project name",Website,"Short description","Long description","Social impact","Start date","End date",Country,Region,Latitude,Longitude,"Linked Organisation IDs","Who we help tags","Support tags",Focus,Technology,"Creation date"
636,"Smart Journey",,,"Improved access to data about travel and weather conditions across North East Scotland",,,,,,,,"300, 308",,"Participation and democracy","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, open data, Social networks and social media",1970-01-01
818,"Smart Social Management",,,,,,,,,,,,"digital social innovation, social project management, Social services, Transparancy","Finance and economy","Open knowledge",,2017-01-12
813,"Smart Specialisation Project in Middle Blacksea Development Agency Turkey",,"Development of a Smart Specialisation Strategy (S3) for the TR83 Region Turkey","<p>What type of work do you do?: Asset Mapping, survey innovation capacity of the region, cross cutting areas with Corporate plan and innovation, social innovation opprtunities</p>",,,,Turkey,Istanbul,41.0096334,28.9651646,,,,,,2016-12-27
863,"Smart Start Social Entrepreneurship for Civil Society",,,,,,,,,,,1266,"social entrpreneurship","Education and skills, ngo, social enterprise","Open knowledge",,2017-03-09
407,"Smart Volta",,,"ideas that help create smart cities and make them more liveable and sustainable. 

We contribute to expand the work of eco producers based in Europe and all over the world. Working locally, sharing working spaces, dealing  with new technology that enhances them to produce their goods and selling them,and making from that their living. 

We consider ourselves an awareness network. As a digital platform for collaboration, our contents originate from our global contributors.

Our main goal is allow the user to also produce content , with an open Access Ecosystem approach that has the potential to empower citizens and increase participation. 
",,,,,,,,17,,"Culture and arts, Energy and environment, Health and wellbeing, Neighbourhood regeneration","Open knowledge","Geotagging, GPS and GIS, Mobile and web apps, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
561,SmartOpenData,,,"The target pilots will involve SMEs focusing on human activities (forestry, tourism, agriculture) in rural and protected areas such as National Parks and coastal zones. This availability will allow the addressing of globally environmental issues that are not affordable at this moment in terms of costs, efficiency and sustainability.",,,,,,,,755,,"Culture and arts, Science","Open data, Open knowledge","big data, Mobile and web apps, open data, sensors and internet of things, Social networks and social media",1970-01-01
52,SmartUJI,,,"our smart campus project has been featured at seminars and conferences from University of California Santa Barbara, to AGILE conference in Europe, to Esri Middle East Conference Kuwait.",,,,,,,,1054,,"Culture and arts, Neighbourhood regeneration","Open knowledge, Open networks",,1970-01-01
509,"social business design",,,"Helping organisations shift to being more porous and networked.",,,,,,,,"377, 543",,"Culture and arts, Health and wellbeing, Neighbourhood regeneration, Participation and democracy","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, open data, Social networks and social media",1970-01-01
13,"Social Cities",,,,,,,,,,,851,,,,,1970-01-01
262,"Social Desing",,,"Design isnt just for designers. All of us can start to find creative solutions to the challenges around uswhether its making our job better, or redesigning a local park, or brainstorming ways to attack major challenges like climate change.

Start looking around for the problems that bother you most. Dont know where to start with design? On our design hub, look for an upcoming series of posts on basic creative problem-solving, from interviewing and observing to prototyping.

We work in integrating socially concerned designers and NGOs to help them improve the quality of their communications, whether from the formation or from the connection between designers and organizations.

Along with the development of projects for NGOs, en+ continues a line of analysis and investigation to improve communication and social design research groups and creating online formation courses specializing in the designand social media.",,,,,,,,400,,"Education and skills, Finance and economy, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge, Open networks","Online learning and MOOCs, Social networks and social media",1970-01-01
83,"Social Entrepreneur Formation",,,"SEs to develop faster and be more effective
",,,,,,,,235,,"Culture and arts, Education and skills, Energy and environment, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Online marketplaces and noticeboards, Social networks and social media",1970-01-01
321,"Social Farming",,,"The project wants to support and promote the social and labor integration of people with social disadvantage through the implementation of a program of social farming, involving a strong partnership between public institutions, social entrepreneurs and citizen.",,,,,,,,9,,"Culture and arts, Health and wellbeing, Work and employment","Open networks","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards",1970-01-01
691,"Social Impact, Innovation & Investment",,,"Clauses in procurement contracts.",,,,,,,,760,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, Online marketplaces and noticeboards, open data, Peer-to-peer networks, Social networks and social media",1970-01-01
547,"Social innovation",,,,,,,,,,,"383, 545",,,,,1970-01-01
460,"Social Innovation and digital community curation",,,"Our projects involve intergenerational digital inclusion and engagement using local culture and heritage as motivational tools. Digital outputs are shared with visitors to support strengthening and enrich sense of place. ",,,,,,,,786,,"Culture and arts, Participation and democracy","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, sensors and internet of things",1970-01-01
790,"Social Innovation Community",https://www.siceurope.eu/,"Europe's primary network for social innovation","<p><em>Why do we need SIC?</em></p>
<p>A range of social innovation organisations and networks have emerged in Europe in recent years to tackle the increasingly complex and interrelated challenges we face today. Yet too often this activity is limited to a small but active few, and is not well-coordinated or visible enough to achieve critical mass.&nbsp;</p>
<p><em>How does it work?</em></p>
<p>Taking areas of known social innovation activity - which we&rsquo;ve organised around &lsquo;social innovation networks&rsquo; - SIC will strengthen, connect and grow existing social innovation communities - including public sector innovation, digital social innovation, intermediaries, social economy actors and more.&nbsp;</p>
<p>Starting from the premise that we need more open innovation approaches to effectively address societal challenges, over a three year period, SIC will run a series of on- and offline activities - including practical place-based experiments, learning, policy and research.&nbsp;&nbsp;</p>
<p><em>SIC is a Horizon 2020 Programme funded project, and run by a consortium of 12 leading organisations across Europe. SIC will run from February 2016- 2019.</em></p>","<p>Our aim is to:</p>
<p>1) help deepen the knowledge and capacity of the networks to act and grow, and</p>
<p>2) support public decision-makers and other stakeholders to work with social innovators more effectively in solving public challenges.</p>
<p>&nbsp;</p>",2016-02-01,2019-02-04,"United Kingdom",London,51.5073219,-0.1276473,"574, 1143, 1174","collaboration, community networks, digital social innovation, network, platform, sustainabilty","Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open networks",,2016-12-02
180,"Social Innovation Factory",,,"The Factory helps innovators to strengthen their innovative solutions for societal challenges. It does so by promoting their concept and finding partners who can help develop or upscale their concept. The Factory links innovators with coaches out of their network who challenge the innovator on different aspects of social innovation (integrated business plan, measuring social impact, aso).",,,,,,,,750,,"Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge","Peer-to-peer networks",1970-01-01
627,"Social Innovation in Housing",,,"We aim to identify, design and test a number of social innovations over the next twelve months.  We are developing our methodology for measuring the social impact.

A new lab formed in June 2014.  But we have a history of developing new online service. In particular our Tenancy Ready module 2013.  New tenants moving through an online assessment including behavioural tests to understand how well equipped they are to manage their tenancy, their money and job opportunities. Leading to greater knowledge, more open relationships and postive outcomes.",,,,,,,,408,,"Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open knowledge","big data, Crowdsourcing, crowdmapping and crowdfunding, open data, Social networks and social media, Wearables and personal monitoring",1970-01-01
674,"Social Innovation Incubation Award",,,,,,,,,,,178,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open networks","Crowdsourcing, crowdmapping and crowdfunding, Peer-to-peer networks, Social networks and social media",1970-01-01
132,"Social innovation labs in a rural area",,," planning stages only yet",,,,,,,,244,,"Culture and arts, Health and wellbeing","Open data, Open knowledge","Geotagging, GPS and GIS, Online learning and MOOCs, Social networks and social media",1970-01-01
583,"Social Innovation Make a positive social impact",,,"Improve the existing digital divide in communities of older people in rural areas and 2.0 provide tools to young people seeking employment or want to undertake.",,,,,,,,548,,"Education and skills","Open knowledge, Open networks","Social networks and social media, Wearables and personal monitoring",1970-01-01
23,"Social Innovation Program",,,"We partner directly with humanitarian organizations and co-deploy our digital technologies with them to improve their relief efforts during major disasters.",,,,,,,,913,,"Culture and arts, Neighbourhood regeneration","Open data, Open knowledge, Open networks","Artificial intelligence and machine learning, Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, open data, Open-source technologies, Social networks and social media",1970-01-01
119,"Social innovation research",,,"As a network and education hub we run design-led projects with communities of practice and public institutions. 
This could lead to a creation of a service, product, space or towards organisational change. ",,,,,,,,682,,"Education and skills, Neighbourhood regeneration, Participation and democracy","Open knowledge, Open networks","Peer-to-peer networks, Social networks and social media",1970-01-01
130,"Social Innovation Tv",,,"Information and participating news",,,,,,,,179,,"Culture and arts, Education and skills, Participation and democracy","Open knowledge",,1970-01-01
295,"Social Innovation Week",,,"Collaboration with government",,,,,,,,1003,,"Neighbourhood regeneration","Open knowledge","Digital fabrication and 3D-printing",1970-01-01
479,"Social media for social good gatherings",,,"Through peer learning we support a wide range of groups to better use social media for social good. Approximately 250 charities have benefited so far.",,,,,,,,493,,"Culture and arts, Education and skills, Health and wellbeing, Neighbourhood regeneration, Participation and democracy","Open knowledge","Online learning and MOOCs, Social networks and social media",1970-01-01
515,"Social Networking place for people helping people to move from one EU country to another for work",,,"The proposal outlined in this paper is to create an online platform, a market place for youth opportunities, with as strong focus on community building, forming a third integrated pillar of the EURES portal together with the matching of Jobs and CVs and the European Job Days events website. This new platform should also be closely linked to the European Youth Portal in order to fully exploit all possible synergies and avoid any potential overlap.",,,,,,,,1045,,"Work and employment","Open networks","Online learning and MOOCs, Peer-to-peer networks",1970-01-01
590,"Social Powermeetings",,,"we inforce and connect social entrepreneurs so they can increase there social impact on society. This wil make our society 'inclusive' to everybody in it, and 'payable'.  ",,,,,,,,902,,"Health and wellbeing, Participation and democracy","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, Social networks and social media",1970-01-01
279,"Social to Crowd",,,"The goal is that within a year of operation of the platform are achieved have at least 50 social projects of different sizes and objectives. The impact besides being proportional to the number and volume of projects is exponential, because project by project increasing the number of users of the platform, further increasing facilitate the realization of these projects can communicate so that disseminated to many more people.",,,,,,,,"106, 796",,"Culture and arts, Finance and economy, Health and wellbeing, Participation and democracy","Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
815,"Social Value Exchange",http://socialvalueexchange.org,,,,2015-01-01,,"United Kingdom",London,51.5073219,-0.1276473,141,"civic tech, digital social innovation, platform, sharing economy","Culture and arts, Education and skills, Health and wellbeing, Neighbourhood regeneration","Open networks",,2017-01-04
575,"Social venture incubator",,,"A small boost to the start-up sector;
Project specific impacts - improvements in governance, accessibility, transparency, among others.",,,,,,,,"543, 1124",,"Education and skills, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge","big data, Crowdsourcing, crowdmapping and crowdfunding, open data, Social networks and social media, Wearables and personal monitoring",1970-01-01
763,"sociallendingitalia.net - Crowdfunding lending based",http://sociallendingitalia.net/,"Sociallendingitalia.net is a crowdfunding platform lending based (peer to peer - no banking)",,,2015-08-31,,Italy,Sora,41.715723,13.614105,1189,"community, crowdfunding, crowdsourcing, digital social innovation, network, platform, technology","Work and employment","Open networks","Crowdsourcing, crowdmapping and crowdfunding, Peer-to-peer networks, Social networks and social media",1970-01-01
510,Socientize,,,"More than 500 key stakeholders contributed with the online discussions. More than 5000 volunteers participating in the citizen science experiments.",,,,,,,,13,,"Education and skills, Participation and democracy, Science","Open data, Open hardware, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, open data, Open-source technologies, Social networks and social media",1970-01-01
40,"Societal Street Surveys Program",,,"Potential proactive participation of schools in preparation.",,,,,,,,773,,"Work and employment","Open data, Open knowledge, Open networks",,1970-01-01
788,SOCRATIC,http://www.socratic.eu/,"SOCRATIC – SOcial CReATive Intelligence for achieving Global Sustainability Goals","<div class=""vc_row wpb_row vc_row-fluid  "">
<div class=""vc_span6 wpb_column vc_column_container "">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column wpb_content_element  "">
<div id=""ct_rtt6xiga2jjksf9lxbv8"" class=""wpb_wrapper"">
<p>SOCRATIC will be a Knowledge-based Internet Platform offering a set of tools and Services to support the whole Social Innovation Project life cycle from problem identification and awareness and crative solution ideas to collective decision-making, design and implementation of the best ideas.</p>
<p class=""p1"">An integrated solution for the innovation process rather than separate items or services, enabling agile social innovation processes. Each activity will be supported by a specific service in the platform. SOCRATIC will also implement a Global Observatory about Sustainability challenges.</p>
<p>The main goal of SOCRATIC project is to provide citizens and organizations a collaborative space where they can identify innovative solutions to achieve the Sustainable Development Goals set by the United Nations.</p>
<p class=""p1""><span class=""s1"">The main objective of SOCRATIC is to facilitate a platform so citizens and/or organisations can collaboratively identify specific innovative solutions for achieving the desired Global Sustainability Goals, as defined by the United Nations. SOCRATIC will also implement a Global Observatory on Sustainability Challenges with a double objective: (1) Measuring the impact of SOCRATIC actions on Global Sustainability Challenges by monitoring social networks, (2) Using the data about Global Sustainability Challenges gathered in social media as a source of information to launch challenges in the SOCRATIC platform.</span></p>
<p class=""p1""><span class=""s1"">The SOCRATIC project has a deep user-centric approach, implementing gamification techniques to engage users in the sustained use of the platform. The project involves one European NGO (CiberVoluntarios) and a group of Young Social Innovators from the &ldquo;Experts in Team&rdquo; program of the Norwegian University of Science and Technology (NTNU-EiT). Both collectives perform actions in different fields, but with a common tool, the use of IT to empower citizens and achieve specific sustainability goals. The pilots will be initially focused on three specific challenges: &ldquo;Ensuring healthy lives and promote wellbeing for all at all ages (UN&acute;s Goal 3)&rdquo;, &ldquo;Ensuring inclusive and equitable quality education and promote lifelong learning opportunities for all (UN&rsquo;s Goal 4)&rdquo;, and &ldquo;Promoting sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all (UN&rsquo;s Goal 8)&rdquo;.</span></p>
<p class=""p1"">&nbsp;</p>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""vc_row wpb_row vc_row-fluid  "">&nbsp;</div>","<p class=""p1""><span class=""s1"">The SOCRATIC&rsquo;s platform will be used by citizens and organizations to</span></p>
<ul class=""ul1"">
<li class=""li2""><span class=""s1"">to propose new challenges oriented to solve specific sustainability issues.</span></li>
<li class=""li2""><span class=""s1"">to invite individuals or organizations to participate with innovative ideas that solve these issues.</span></li>
<li class=""li2""><span class=""s1"">to collectively select and implement the most promising ideas.</span></li>
</ul>
<p class=""p1""><span class=""s1""><strong>Challenges</strong> are the targets that United Nations has set in order to achieve its Global Sustainability Goals (GSG). This village will identify challenges and propose solutions regarding the <a href=""http://www.un.org/sustainabledevelopment/health/""><span class=""s2"">UN&rsquo;s sustainability goal number 3</span></a>, which is <em>&ldquo;Ensuring healthy lives and promote well-being for all at all ages&rdquo;.</em></span></p>",2016-01-04,,,,,,"865, 1108","citizen empowerment, civic tech, collaboration, Collective Awareness Platforms, Collective intelligence, crowdsourcing, digital social innovation, platform, students, sustainabilty, Sustainable Development Goals","Health and wellbeing, Participation and democracy","Open knowledge",,2016-12-01
377,"SODA-Social Open Data",,,"Social Open DAta (SODA) represents both a complementary approach and a breakthrough: SODA is the next generation of current social networks. 

The social, economical and environmental details of real communities are conveyed inside the social network. It is based on the assimilation of data coming from low-cost sensors deployed and worn by citizens in houses, workplaces, transportation, public spaces; citizens wear, carry and place sensors as a sign of community commitment. Individual, quantitative contribution is minimal; but collective, qualitative contribution is enormous, because of the ubiquity and capillarity achieved mixing public and private mobile communications infrastructure.

The social network is extended with a new layer featuring efficient access to smart community and city managed data, information and knowledge; both (1) emerging open-data models and (2) integrated development environments (enabling community members to easily create and deploy smart-community applications) play major roles in promoting crowd-sourced services, bottom-up innovation and citizen empowerment.
",,,,,,,,385,,"Culture and arts, Energy and environment, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, sensors and internet of things, Social networks and social media",1970-01-01
544,"Software development",,,"As well as running sites in the UK, we also encourage re-use of our open source code so that other organisations can run similar sites anywhere in the world. We actively partner with such organisations and help them get thir projects up and running.

Some examples include:
FixMyStreet - fault-reporting software.
WriteToThem - allows you to contact your elected representatives, even if you don't know who they are.
TheyWorkForYou - publishes activity in Parliament, in a format that's easy to follow, link or subscribe to.
WhatDoTheyKnow - makes it easy to submit a Freedom of Information Request.
SayIt - our newest project, allowing the easy publication of transcripts online.

At the moment our focus is on sharing these technologies with partner organisations around the world, saving them time and money in the creation of online tools that will empower citizens and move them closer to democratic participation.",,,,,,,,50,,"Neighbourhood regeneration, Participation and democracy","Open data","big data, Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, Mobile and web apps, open data, Open-source technologies",1970-01-01
17,Solutio,,,"Project will open the code of all issues related to common good, inviting people to share, improve and distribute solutions toward colletive wealth and well-being",,,,,,,,650,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Artificial intelligence and machine learning, Digital fabrication and 3D-printing, open data, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
708,SONET-Bull,,,"We plan to involve members of the school community (teachers, principals, counselors, parents, janitors, etc). The target is to reach 250 members.",,,,,,,,629,,"Education and skills, Participation and democracy","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
536,SONETOR,,,"The aim is to form a European community of (inter) Cultural Mediators and foster the exchange of experiences in CM among the community members. During the lifetime of the project, we already engaged 250 participants from the partner countries. The platform is still open and new participants enroll.",,,,,,,,629,,"Education and skills, Participation and democracy","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
415,soquiz.com,,,"Providing expert tools at very low cost for teachers and students.",,,,,,,,981,,"Culture and arts, Education and skills, Work and employment","Open knowledge","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
376,"Space Town Hall",,,"Creating new ways of making space technology with a multi-disciplinary, community skill share approach, supported by online open source code sharing tools. ",,,,,,,,168,,"Education and skills, Participation and democracy, Science","Open hardware, Open knowledge, Open networks","Online learning and MOOCs, Open-source technologies, Social networks and social media",1970-01-01
571,SPECIFI,,,"or region

(3) Creative Industry SMEs.

These users are targeted in their needs to deploy, consume and co-create innovative, rich, real-time multimedia content facilitated by open, Future Internet platforms in the media,arts, leisure and urban discovery domains.

The specific benefits for the first user group are:

    Provides more efficient and effective innovative cultural creative and services to a wide audience,
    Brings new services to market faster and reduces the cost of service delivery,
    Enhances the relationship with citizens and businesses (which could imply co-creation process),
    Cities became a more desirable place to live and work,
    Creation of new business models and working relationship with other cities, regions and countries.

The benefits identified for the second group of users are:

    Enhanced and enriching participation and leisure opportunities in the Creative Industries,
    New business and services opportunities, and the consequently benefits it implies,
    The use of Future Internet infrastructure accelerates the marketing and the uptake of the new cultural services developed across Europe.

For Creative Industries SMEs and other businesses, benefits are:

    Receive support to publish their exploitation-ready services through the Creative Ring Marketplace,
    Access to Future Internet technologies and infrastructures,
    Opportunity to pilot with real-life users and producers in different environments,
    Get benefited from the different platforms and stimulus offered for the three cities during its pilots",,,,,,,,"1050, 1077, 1083",,"Culture and arts, Education and skills, Neighbourhood regeneration","Open knowledge, Open networks","sensors and internet of things",1970-01-01
593,"Sport Living Lab Lisboa - VIDELLL",,,"not yet",,,,,,,,1165,,"Culture and arts","Open networks","Social networks and social media",1970-01-01
807,STARS4ALL,http://stars4all.eu/,"Raising awareness on the negative effects of light pollution on human wellbeing, biodiversity, visibility of stars, safety and energy waste","<div class=""qodef-section-inner-margin clearfix"">
<div class=""wpb_column vc_column_container vc_col-sm-12"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column wpb_content_element "">
<div class=""wpb_wrapper"">
<h4 style=""text-align: left;""><strong><span style=""font-weight: 400;"">Artificial light at night is associated with the sense of security, wealth and modernity. Hence, light pollution is widely spreading&nbsp;after the onset of darkness. The increasing brightness of the nightscapes comes with considerable costs for the society, nature and human well-being. <br /></span></strong></h4>
<p>STARS4ALL will create a platform for Light Pollution Initiatives. The platform will be self-sustainable and offering an integrated crowdfunding tool to fund the initiatives and actions. STARS4ALL supports citizens engagement and empowerment to initiate changes in consumer consumption, community awareness and actions against light pollution and associated energy waste. STARS4ALL will provide innovations in data acquisition from sensors deployed by citizens and in games with a purpose.</p>
</div>
</div>
<div class=""vc_empty_space"" style=""height: 5px;"">&nbsp;</div>
</div>
</div>
</div>
</div>","<p>Light pollution is an issue that might be solvable within our lifetime. Light-pollution and its consequences are still not fully understood. When clear information is gathered, changes can happen. STARS4ALL aims to involve citizens in the research and to raise awareness about the multifaceted problems of light pollution. This awareness can not only save the habitat of nocturnal wildlife and create a nightly environment which supports human well-being, it will also help to save energy and reduce CO<sub>2</sub> emission.</p>",2016-01-01,,Spain,Madrid,40.4167047,-3.7035824,"132, 692, 1218, 1223, 1225, 1238","collaborative society, Collective Awareness Platforms, gamification, light pollution, sustainable outdoor lighting","Culture and arts","Open knowledge, Open networks","Mobile and web apps",2016-12-19
209,STIM,,,"Impacting the way the industry can be renewed, and how it can drive and stimulate this renewal.
We use the power of crowsourcing and the latest research in design theory to challenge the status quo.",,,,,,,,1052,,"Finance and economy, Participation and democracy","Open data, Open knowledge","Artificial intelligence and machine learning, big data, Crowdsourcing, crowdmapping and crowdfunding",1970-01-01
506,"Strategic Partnership Programme",,,"The demonstrable contribution of the VCSE sector in achieving health and wellbeing goals; the capacity and sustainability of the sector; the independence, inclusivity and diversity of the sector, including its ability to promote equality and provide an effective voice for the most disadvantaged in society",,,,,,,,25,,"Health and wellbeing","Open knowledge","Peer-to-peer networks, Social networks and social media",1970-01-01
624,"Strengthening democracy",,,"The venture is focused on external process transformation and internal cultural change. Impact is in creating culture of innovation and openness in public services and building partnerships and trust with civil society",,,,,,,,"450, 572",,"Neighbourhood regeneration, Participation and democracy","Open data, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, open data, Peer-to-peer networks, Social networks and social media, Wearables and personal monitoring",1970-01-01
29,"Student Digital Social Innovation Project",,,"The project is at an early stage. Social impact will be achieved through the commercialisation of digital social innovation apps and the diffusion of technology to the intended users. ",,,,,,,,954,,"Education and skills, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data","big data, Crowdsourcing, crowdmapping and crowdfunding, Mobile and web apps, sensors and internet of things, Social networks and social media",1970-01-01
406,"Student Pulse",,,"More awareness and easier (and cheaper) access to a wider range of cultural events. Savings for the participating parties (orchestras, venues) by using the shared services.",,,,,,,,1062,,"Culture and arts, Education and skills","Open data","Mobile and web apps",1970-01-01
613,Superhub,,,Users,,,,,,,,816,,"Culture and arts, Health and wellbeing, Science","Open data, Open knowledge, Open networks","Mobile and web apps, open data, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
592,"Supporing and promoting transition to a commons based society.",,,"We want an economic system where there is unimpeded access to the sum of human knowledge and forms of material production that respect the carrying capacity of the planet and respect for social justice.
We do this by monitoring and promoting peer production practices. The P2P Foundation has succeeded in building a knowledge base that has been used by 25 million people and created a global network of researchers and activists who are actively building these alternatives. Our ideas and proposals are regular taken up by peer producing communities. For example the Commons Transition Plan for the FLOK Society project in Ecuador.",,,,,,,,393,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Digital fabrication and 3D-printing, Online learning and MOOCs, open data, Open-source technologies, Peer-to-peer networks, Social networks and social media",1970-01-01
416,"Supporting and Funding Digital Social Innovation in the Northern Ireland Third Sector",,,"Haven't started yet",,,,,,,,"894, 1087",,"Culture and arts, Education and skills, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge",,1970-01-01
2,"supporting innovative social innovation through digital and creative technologies",,,"community and voluntary sector growth and suatainability",,,,,,,,"383, 1042",,"Education and skills, Work and employment","Open data, Open networks","Social networks and social media",1970-01-01
187,"Supporting transition towards an ecologic, healthy, participatory, social equitable, social entrepreneurial city, Antwerp.",,,"Raise awareness to possible resilience in our community",,,,,,,,646,,"Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open hardware, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Digital democracy tools, Geotagging, GPS and GIS, Mobile and web apps, Online marketplaces and noticeboards, open data, Peer-to-peer networks, Social networks and social media",1970-01-01
687,"Supports SMEs on Innovation and Intellectual Property issues",,,"Experiencing from our work on SE (Social Enterprise capacity building to cater more to green employment generation, to eradicate extreme poverty and hunger, we are willing to use of appropriate onsite and online social entrepreneurship tools in an open business eco-system.  Our state level SE target group has already been identified in respect of social equity, infrastructure, and macroeconomic stability to be started in April 2012 and for their capacity building. Now we are working with short-listed SEs to fulfill the criteria of social entrepreneurship checklist to join our two year long program.  According to the need felt through the initiative, Innovation and Intellectual Property Asset creation-exploitation by going through the innovative processes venture leads to business enjoyment. ",,,,,,,,265,,"Education and skills, Energy and environment, Finance and economy","Open data, Open knowledge, Open networks","Online learning and MOOCs, Peer-to-peer networks, Social networks and social media",1970-01-01
726,"Suupohja Living Lab",,,"The Kauhajoki regional development program with the Living Lab  is one of the most successful regional development activities in  Finland according to the national survey.  The Kauhajoki Technology Center, the center of Suupohja Living Lab, www.logistia.net was ranked as the number one in the national customer satisfaction inquiry of technology parks in 2007. 
Logistia technology center is a member of IASP  International  Association of Science Parks. The living lab clusters include  about 2 000 business companies in Kauhajoki region.
",,,,,,,,919,,"Education and skills, Energy and environment, Health and wellbeing, Work and employment","Open knowledge, Open networks","Geotagging, GPS and GIS, Online learning and MOOCs, Online marketplaces and noticeboards, Social networks and social media",1970-01-01
647,SwapItNI,,," creating collaborative networks",,,,,,,,564,,"Culture and arts, Neighbourhood regeneration","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
757,SwellRT,http://swellrt.org,,,,,,,,,,,"collaboration, decentralization, software development","Participation and democracy","Open networks",21,1970-01-01
664,"Symba IDF",,,"We are connecting citizens, companies and cities.
By becoming shareholders and building the network with us they redefine the economy, get to know eachother and create bounds of trust, which is highly important before creating a currency.

Companies and citizen will then benefit from the credit which will give them better freedom and way of interacting together",,,,,,,,998,,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge, Open networks","Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, Mobile and web apps, Online marketplaces and noticeboards, open data, Open-source technologies, Peer-to-peer networks, Social networks and social media, Wearables and personal monitoring",1970-01-01
540,"Systemic Research",,,"positive, tangible transformation",,,,,,,,,,"all areas","Open data, Open hardware, Open knowledge, Open networks",,1970-01-01
444,"Talent Garden CoWorking",,,"Community collaboration, small business growth, innovation development, corporate innovation creation, ",,,,,,,,1013,,"Education and skills","Open knowledge","Peer-to-peer networks, Social networks and social media",1970-01-01
500,"taller de negocios",,,"5 freelances working 
10 SMEs os rural areas attending
10000 people of rural areas involved",,,,,,,,"382, 813",,"Culture and arts, Work and employment","Open knowledge","Social networks and social media",1970-01-01
716,TaxiTastic,,,"We are encouraging safe use of Private Hire Taxis and fixed transparent pricing for users.",,,,,,,,"151, 528, 1015",,"Work and employment","Open hardware, Open knowledge","big data, Geotagging, GPS and GIS, Mobile and web apps, Social networks and social media",1970-01-01
